CODE,DESCRIPTION,UNIT,QUANTITY,CATEGORY
F1500015,ΓΚΡΕΙΠΦΡΟΥΤ ΦΡΕΣΚΟ ΚΟΚΚΙΝΟ,Kilogram,35.450 ,F150 FRESH FRUIT
F1500018,ΚΑΡΠΟΥΖΙΑ ΦΡΕΣΚΑ,Kilogram,227.800 ,F150 FRESH FRUIT
F1500019,ΚΑΡΥΔΑ ΦΡΕΣΚΙΑ,Piece,14.000 ,F150 FRESH FRUIT
F15000206,ΚΕΡΑΣΙΑ ΦΡΕΣΚΑ EXTRA,Kilogram,8.700 ,F150 FRESH FRUIT
F15000190,ΛΑΪΜ ΦΡΕΣΚΟ ΧΥΜΟΥ (ΜΙΚΡΑ-ΚΙΤΡΙΝΟΠΡΑΣΙΝΑ) ΔΙΑΜΕΤΡΟΣ 40-50MM (70-90G),Kilogram,13.400 ,F150 FRESH FRUIT
F15000242,ΛΕΜΟΝΙΑ ΦΡΕΣΚΑ Β ΠΟΙΟΤΗΤΑΣ (ΜΙΚΡΑ-ΜΕΓΑΛΑ-ΕΠΙΔΕΡΜΙΚΑ),Kilogram,17.800 ,F150 FRESH FRUIT
F1500023,ΛΕΜΟΝΙΑ ΦΡΕΣΚΑ ΔΙΑΜΕΤΡΟΣ 50-70MM (130-140G),Kilogram,149.400 ,F150 FRESH FRUIT
F15000164,ΜΑΝΓΚΟ ΦΡΕΣΚΑ ΕΙΣΑΓΩΓΗΣ ΑΕΡΟΠΟΡΙΚΑ,Kilogram,5.100 ,F150 FRESH FRUIT
F1500027,ΜΗΛΑ ΦΡΕΣΚΑ SMITH (B) ΠΡΑΣΙΝΑ ΔΙΣΕΙΡΑ (70-80MM*170-190G),Kilogram,16.600 ,F150 FRESH FRUIT
F1500025,ΜΗΛΑ ΦΡΕΣΚΑ SMITH EXTRA ΠΡΑΣΙΝΑ ΜΟΝΟΣΕΙΡΑ (80-90MM*220-240G),Kilogram,25.300 ,F150 FRESH FRUIT
F1500028,ΜΗΛΑ ΦΡΕΣΚΑ STARKEN ΚΟΚΚΙΝΑ EXTRA,Kilogram,16.100 ,F150 FRESH FRUIT
F1500034,ΜΟΥΣΜΟΥΛΑ ΦΡΕΣΚΑ,Kilogram,9.000 ,F150 FRESH FRUIT
F15000209,ΜΠΑΝΑΝΕΣ ΦΡΕΣΚΕΣ KITΡΙΝΕΣ ΜΕ ΠΡΑΣΙΝΕΣ ΑΚΡΕΣ NO NAME (COLOR 3),Kilogram,33.000 ,F150 FRESH FRUIT
F1500035,ΜΠΑΝΑΝΕΣ ΦΡΕΣΚΕΣ ΚΙΤΡΙΝΕΣ ΜΕ ΠΡΑΣΙΝΕΣ ΑΚΡΕΣ CHIQUITA (COLOR 3),Kilogram,64.300 ,F150 FRESH FRUIT
F1500036,ΜΠΑΝΑΝΕΣ ΦΡΕΣΚΕΣ ΚΙΤΡΙΝΕΣ ΜΕ ΠΡΑΣΙΝΕΣ ΑΚΡΕΣ DOLE (COLOR 3),Kilogram,5.200 ,F150 FRESH FRUIT
F1500140,ΜΥΡΤΙΛΑ ΦΡΕΣΚΑ BLUEBERRIES (125G),Packet,18.000 ,F150 FRESH FRUIT
F15000216,ΝΕΚΤΑΡΙΝΙΑ 80-90ΜΜ EXTRA,Kilogram,36.500 ,F150 FRESH FRUIT
F1500040,ΝΕΚΤΑΡΙΝΙΑ ΦΡΕΣΚΑ,Kilogram,3.700 ,F150 FRESH FRUIT
F1500041,ΠΕΠΟΝΙΑ ΦΡΕΣΚΑ,Kilogram,44.300 ,F150 FRESH FRUIT
F1500117,ΠΕΠΟΝΙΑ ΦΡΕΣΚΑ CANTALOUPES,Kilogram,31.000 ,F150 FRESH FRUIT
F1500122,ΠΟΡΤΟΚΑΛΙΑ ΦΑΓΗΤΟΥ ΦΡΕΣΚΑ EXTRA,Kilogram,26.200 ,F150 FRESH FRUIT
F1500042,ΠΟΡΤΟΚΑΛΙΑ ΦΑΓΗΤΟΥ ΦΡΕΣΚΑ ΔΙΑΜΕΤΡΟΣ 70-90MM (270-300G),Kilogram,20.500 ,F150 FRESH FRUIT
F1500043,ΠΟΡΤΟΚΑΛΙΑ ΧΥΜΟΥ ΦΡΕΣΚΑ ΜΗΧΑΝΗΣ ΔΙΑΜΕΤΡΟΣ 50-70MM (120-140G),Kilogram,601.000 ,F150 FRESH FRUIT
F1500044,ΡΟΔΑΚΙΝΑ ΦΡΕΣΚΑ,Kilogram,10.600 ,F150 FRESH FRUIT
F1500157,ΡΟΔΑΚΙΝΑ ΦΡΕΣΚΑ EXTRA,Kilogram,8.400 ,F150 FRESH FRUIT
F1500045,ΡΟΔΙΑ ΦΡΕΣΚΑ,Kilogram,5.600 ,F150 FRESH FRUIT
F1500059,ΣΜΕΟΥΡΑ ΦΡΕΣΚΑ RASPBERRIES (FRAMBOISE) (125G),Packet,21.000 ,F150 FRESH FRUIT
F1500050,ΣΤΑΦΥΛΙΑ ΦΡΕΣΚΑ ΚΟΚΚΙΝΑ ΜΕ ΚΟΥΚΟΥΤΣΙ,Kilogram,7.100 ,F150 FRESH FRUIT
F1500051,ΣΤΑΦΥΛΙΑ ΦΡΕΣΚΑ ΣΟΥΛΤΑΝΙΝΑ ΑΣΠΡΑ ΧΩΡΙΣ ΚΟΥΚΟΥΤΣΙ,Kilogram,39.000 ,F150 FRESH FRUIT
F1500055,ΦΡΑΟΥΛΕΣ ΦΡΕΣΚΕΣ ΕΛΛΗΝΙΚΕΣ,Kilogram,28.500 ,F150 FRESH FRUIT
F1500065,ΦΡΟΥΤΟ ΤΟΥ ΠΑΘΟΥΣ ΦΡΕΣΚΟ (PASSION FRUIT),Kilogram,0.750 ,F150 FRESH FRUIT
F1500066,ΦΥΛΛΑ ΚΑΠΟΥΤΣΙΝΟ ΦΡΕΣΚΑ (30G),Packet,9.000 ,F150 FRESH FRUIT
F15000243,ΦΥΛΛΑ ΚΑΦΙΡ ΛΑΪΜ ΦΡΕΣΚΑ (25G),Packet,2.000 ,F150 FRESH FRUIT
F1510329,BOK CHOY ΦΡΕΣΚΟ ΜΙΝΙ,Packet,79.000 ,F151 FRESH VEGETABLES
F15100622,MICROGREENS AMARANTH / ΑΜΑΡΑΝΘΟΣ BIO 375CC,Piece,3.000 ,F151 FRESH VEGETABLES
F15100592,MICROGREENS ARUGULA BIO 750CC,Piece,1.000 ,F151 FRESH VEGETABLES
F15100623,MICROGREENS BASIL GREEN / ΒΑΣΙΛΙΚΟΣ BIO 375CC,Piece,4.000 ,F151 FRESH VEGETABLES
F15100598,MICROGREENS BLUE PEPE 750CC,Piece,3.000 ,F151 FRESH VEGETABLES
F15100584,MICROGREENS CORIANDER / ΚΟΛΙΑΝΔΡΟ BIO 750CC,Piece,3.000 ,F151 FRESH VEGETABLES
F15100582,MICROGREENS MIZUNA BIO 750CC,Piece,3.000 ,F151 FRESH VEGETABLES
F15100596,MICROGREENS OXALIS BIO 750CC,Piece,2.000 ,F151 FRESH VEGETABLES
F1510291,PATΤY PAN ΦΡΕΣΚΑ ΠΡΑΣΙΝΑ (200G),Packet,1.000 ,F151 FRESH VEGETABLES
F15100382,SHISO ΦΥΛΛΑ ΦΡΕΣΚΑ,Packet,12.000 ,F151 FRESH VEGETABLES
F15100494,ΑΓΓΟΥΡΙΑ ΦΡΕΣΚΑ (B) ΣΤΡΑΒΑ 280-350MM (280-360G),Piece,60.000 ,F151 FRESH VEGETABLES
F1510007,ΑΓΓΟΥΡΙΑ ΦΡΕΣΚΑ (Α) ΙΣΙΑ 280-350MM (280-360G),Piece,57.000 ,F151 FRESH VEGETABLES
F1510305,ΑΓΓΟΥΡΙΑ ΦΡΕΣΚΑ EXTRA,Piece,120.000 ,F151 FRESH VEGETABLES
F1510169,ΑΓΚΙΝΑΡΑ ΙΕΡΟΥΣΑΛΗΜ ΦΡΕΣΚIA (ΤΟΠΙΝΑΜΠΟΥΡ),Kilogram,0.800 ,F151 FRESH VEGETABLES
F1510002,ΑΪΣΜΠΕΡΓΚ ΦΡΕΣΚΟ,Kilogram,18.300 ,F151 FRESH VEGETABLES
F15100419,ΑΝΘΟΣ ΚΟΛΟΚΥΘΙΟΥ ΦΡΕΣΚΟΣ (1ΟΤΜΧ),Packet,6.000 ,F151 FRESH VEGETABLES
F1510009,ΑΝΙΘΟΣ ΦΡΕΣΚΟΣ (150-200G),Piece,43.000 ,F151 FRESH VEGETABLES
F15100697,ΑΡΜΠΑΡΟΡΙΖΑ ΦΥΛΛΑ ΦΡΕΣΚΑ (250G),Packet,2.000 ,F151 FRESH VEGETABLES
F1510012,ΒΑΣΙΛΙΚΟΣ ΦΡΕΣΚΟΣ (70-100G),Piece,36.000 ,F151 FRESH VEGETABLES
F1510013,ΒΛΗΤΑ ΦΡΕΣΚΑ,Kilogram,2.700 ,F151 FRESH VEGETABLES
F1510014,ΓΛΥΚΟΠΑΤΑΤΕΣ ΦΡΕΣΚΕΣ,Kilogram,2.000 ,F151 FRESH VEGETABLES
F1510017,ΔΥΟΣΜΟΣ ΦΡΕΣΚΟΣ (100G),Packet,35.000 ,F151 FRESH VEGETABLES
F1510108,ΕΣΚΑΡΟΛ ΦΡΕΣΚΟ (280-300G),Packet,1.000 ,F151 FRESH VEGETABLES
F1510018,ΕΣΤΡΑΓΚΟΝ ΦΡΕΣΚΟ (70G),Packet,6.000 ,F151 FRESH VEGETABLES
F1510200,ΖΑΧΑΡΟΜΠΙΖΕΛΑ ΦΡΕΣΚΑ SNOW PEAS (250G),Packet,18.000 ,F151 FRESH VEGETABLES
F1510020,ΘΥΜΑΡΙ ΦΡΕΣΚΟ (70-100G),Piece,54.000 ,F151 FRESH VEGETABLES
F15100498,ΚΑΡΟΤΑ ΦΡΕΣΚΑ (Β) ΜΕΓΑΛΑ-ΧΟΝΤΡΑ,Kilogram,40.400 ,F151 FRESH VEGETABLES
F1510021,ΚΑΡΟΤΑ ΦΡΕΣΚΑ ΜΕΤΡΙΑ (A),Kilogram,10.000 ,F151 FRESH VEGETABLES
F1510285,ΚΑΦΙΡ ΛΑΪΜ ΦΡΕΣΚΟ,Kilogram,0.770 ,F151 FRESH VEGETABLES
F1510022,ΚΟΛΙΑΝΔΡΟΣ ΦΡΕΣΚΟΣ (100G),Piece,32.000 ,F151 FRESH VEGETABLES
F1510023,ΚΟΛΟΚΥΘΑΚΙ ΜΕ ΑΝΘΟ ΦΡΕΣΚΟ,Kilogram,14.500 ,F151 FRESH VEGETABLES
F1510124,ΚΟΛΟΚΥΘΑΚΙΑ BABY ΦΡΕΣΚΑ ΟΛΛΑΝΔΙΑΣ (200G),Packet,2.000 ,F151 FRESH VEGETABLES
F15100640,ΚΟΛΟΚΥΘΑΚΙΑ ΚΙΤΡΙΝΑ ΚΥΛΙΝΔΡΙΚΑ (ΒΑΡΟΣ ΚΑΡΠΟΥ 200-250GR)- PREMIUM QUALITY,Kilogram,2.000 ,F151 FRESH VEGETABLES
F1510025,ΚΟΛΟΚΥΘΑΚΙΑ ΦΡΕΣΚΑ (45-60MM*190-230G),Kilogram,59.600 ,F151 FRESH VEGETABLES
F1510026,ΚΟΛΟΚΥΘΕΣ ΦΡΕΣΚΕΣ,Kilogram,2.000 ,F151 FRESH VEGETABLES
F1510092,ΚΟΥΝΟΥΠΙΔΙ ΦΡΕΣΚΟ,Kilogram,22.900 ,F151 FRESH VEGETABLES
F1510027,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ 6-8ΤΕΜ (180-200G),Packet,26.000 ,F151 FRESH VEGETABLES
F1510119,ΚΡΕΜΜΥΔΙΑ ΕΣΑΛΟΤ ΦΡΕΣΚΑ (250G),Packet,95.000 ,F151 FRESH VEGETABLES
F15100496,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ ΑΣΠΡΑ  (ΜΕΤΡΙΑ) 50-70,Kilogram,15.300 ,F151 FRESH VEGETABLES
F1510028,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ ΑΣΠΡΑ (ΜΕΓΑΛΑ) 70-90,Kilogram,80.300 ,F151 FRESH VEGETABLES
F1510029,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ ΚΟΚΚΙΝΑ (ΜΕΓΑΛΑ) 70-90,Kilogram,5.000 ,F151 FRESH VEGETABLES
F15100497,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ ΚΟΚΚΙΝΑ (ΜΕΤΡΙΑ) 50-70,Kilogram,50.800 ,F151 FRESH VEGETABLES
F15100387,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ ΕΣΑΛΟΤ,Kilogram,53.700 ,F151 FRESH VEGETABLES
F1510030,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ ΣΤΙΦΑΔΟΥ ΣΤΡΟΓΓΥΛΑ,Kilogram,4.000 ,F151 FRESH VEGETABLES
F1510135,ΛΑΪΜ ΦΡΕΣΚΟ (ΔΙΑΜΕΤΡΟΣ 50-60MM*100-130G),Kilogram,31.800 ,F151 FRESH VEGETABLES
F1510031,ΛΑΧΑΝΟ ΦΡΕΣΚΟ ΑΣΠΡΟ,Kilogram,19.300 ,F151 FRESH VEGETABLES
F1510032,ΛΑΧΑΝΟ ΦΡΕΣΚΟ ΚΙΝΕΖΙΚΟ,Kilogram,2.800 ,F151 FRESH VEGETABLES
F1510098,ΛΕΜΟΝΟΘΥΜΑΡΟ ΦΡΕΣΚΟ (70-100G),Packet,1.000 ,F151 FRESH VEGETABLES
F15100378,ΛΕΜΟΝΟΦΥΛΛΑ ΦΡΕΣΚΑ (250G),Packet,5.000 ,F151 FRESH VEGETABLES
F1510221,ΛΕΜΟΝΟΧΟΡΤΟ ΦΡΕΣΚΟ ΣΕ ΤΜΧ (70G),Packet,1.000 ,F151 FRESH VEGETABLES
F1510269,ΛΟΥΪΖΑ ΦΡΕΣΚΙΑ,Piece,5.000 ,F151 FRESH VEGETABLES
F1510245,ΛΟΥΛΟΥΔΙΑ ΦΡΕΣΚΑ ΒΡΩΣΙΜΑ (30-40TΕΜ*10G),Packet,3.000 ,F151 FRESH VEGETABLES
F1510034,ΜΑΙΝΤΑΝΟΣ ΦΡΕΣΚΟΣ (190-210G),Piece,28.000 ,F151 FRESH VEGETABLES
F1510183,ΜΑΝΙΤΑΡΙΑ ENOKI ΦΡΕΣΚΑ (100G),Packet,4.000 ,F151 FRESH VEGETABLES
F1510187,ΜΑΝΙΤΑΡΙΑ SHIMEJI ΦΡΕΣΚΑ ΚΑΦΕ (150G),Packet,28.000 ,F151 FRESH VEGETABLES
F1510116,ΜΑΝΙΤΑΡΙΑ ΠΛΕΥΡΩΤΟΥΣ ΦΡΕΣΚΑ,Kilogram,8.000 ,F151 FRESH VEGETABLES
F1510037,ΜΑΝΙΤΑΡΙΑ ΦΡΕΣΚΑ CHAMPIGNON,Kilogram,19.000 ,F151 FRESH VEGETABLES
F1510036,ΜΑΝΙΤΑΡΙΑ ΦΡΕΣΚΑ PORTOBELLO,Kilogram,19.000 ,F151 FRESH VEGETABLES
F15100385,ΜΑΝΙΤΑΡΙΑ ΦΡΕΣΚΑ SHIMEJI ΛΕΥΚΑ (150G),Packet,28.000 ,F151 FRESH VEGETABLES
F1510294,ΜΑΝΙΤΑΡΙΑ ΦΡΕΣΚΑ ΚΑΝΘΑΡΕΛΕΣ,Kilogram,5.000 ,F151 FRESH VEGETABLES
F1510222,ΜΑΡΟΥΛΙ BABY ΦΡΕΣΚΟ (6ΤΕΜ/350-400G),Packet,32.000 ,F151 FRESH VEGETABLES
F1510040,ΜΑΡΟΥΛΙ ΦΡΕΣΚΟ,Kilogram,9.400 ,F151 FRESH VEGETABLES
F15100648,ΜΕΛΙΤΖΑΝΕΣ (ΜΑΥΡΕΣ ΙΣΙΕΣ) ΡΙΜΕΣ 200-300 GR (ΔΙΑΜΕΤΡΟ 80-100ΜΜ),Kilogram,9.700 ,F151 FRESH VEGETABLES
F1510043,ΜΕΛΙΤΖΑΝΕΣ ΦΡΕΣΚΕΣ ΤΣΑΚΩΝΙΚΕΣ,Kilogram,15.000 ,F151 FRESH VEGETABLES
F1510044,ΜΕΛΙΤΖΑΝΕΣ ΦΡΕΣΚΕΣ ΦΛΑΣΚΕΣ (80-100MM*300-400G),Kilogram,7.900 ,F151 FRESH VEGETABLES
F1510005,ΜΕΣΚΛΑΝ ΦΡΕΣΚΟ 14 ΕΙΔΗ,Kilogram,3.200 ,F151 FRESH VEGETABLES
F1510006,ΜΕΣΚΛΑΝ ΦΡΕΣΚΟ 4-5 ΕΙΔΗ,Kilogram,2.000 ,F151 FRESH VEGETABLES
F1510045,ΜΙΖΟΥΝΙΑ ΦΡΕΣΚΙΑ (100G),Packet,2.000 ,F151 FRESH VEGETABLES
F15100676,ΜΟΥΣΤΑΡΔΟΦΥΛΛΑ (100G),Packet,3.000 ,F151 FRESH VEGETABLES
F15100612,ΜΠΡΟΚΟΛΟ BABY ΦΡΕΣΚΟ ΤΕΜ. (150G),Packet,33.000 ,F151 FRESH VEGETABLES
F1510106,ΜΠΡΟΚΟΛΟ ΦΡΕΣΚΟ,Kilogram,32.000 ,F151 FRESH VEGETABLES
F1510103,ΜΥΡΩΝΙΑ ΦΡΕΣΚΑ (70-100G),Packet,21.000 ,F151 FRESH VEGETABLES
F1510142,ΝΕΡΟΚΑΡΔΑΜΟ ΦΡΕΣΚΟ (70-100G),Packet,30.000 ,F151 FRESH VEGETABLES
F1510050,ΝΤΟΜΑΤΕΣ ΦΡΕΣΚΕΣ (A) EXTASY 90% ΚΟΚΚΙΝΕΣ (ΔΙΑΜΕΤΡΟ 70-90MM*220-250G),Kilogram,28.000 ,F151 FRESH VEGETABLES
F1510051,ΝΤΟΜΑΤΕΣ ΦΡΕΣΚΕΣ (B) (ΔΙΑΜΕΤΡΟ 50-70MM*150-170G),Kilogram,5.000 ,F151 FRESH VEGETABLES
F1510052,ΝΤΟΜΑΤΕΣ ΦΡΕΣΚΕΣ ΜΟΝΟΣΕΙΡΕΣ EXTRA 90% ΚΟΚΚΙΝΕΣ (ΔΙΑΜΕΤΡΟΣ 100-110MM*240G+),Kilogram,118.400 ,F151 FRESH VEGETABLES
F15100613,ΝΤΟΜΑΤΙΝΙΑ ΒΕΛΑΝΙΔΙΑ ΦΡΕΣΚΑ,Kilogram,26.600 ,F151 FRESH VEGETABLES
F1510083,ΝΤΟΜΑΤΙΝΙΑ ΦΡΕΣΚΑ ΒΕΛΑΝΙΔΙΑ (800G),Packet,4.000 ,F151 FRESH VEGETABLES
F1510053,ΠΑΝΤΖΑΡΙΑ ΦΡΕΣΚΑ,Kilogram,14.500 ,F151 FRESH VEGETABLES
F1510054,ΠΑΝΤΖΑΡΟΦΥΛΛΑ CHARD SHOTS RED,Packet,2.000 ,F151 FRESH VEGETABLES
F15100717,ΠΑΤΑΤΕΣ BABY EXTRA ΦΡΕΣΚΕΣ,Kilogram,18.000 ,F151 FRESH VEGETABLES
F1510055,ΠΑΤΑΤΕΣ BABY ΦΡΕΣΚΕΣ,Kilogram,10.000 ,F151 FRESH VEGETABLES
F15100549,ΠΑΤΑΤΕΣ ΑΙΓΥΠΤΟΥ ΦΡΕΣΚΕΣ ΣΠΟΥΝΤΑ ΑΣΠΡΕΣ ΓΙΑ ΤΗΓΑΝΙ 60+,Kilogram,275.000 ,F151 FRESH VEGETABLES
F1510304,ΠΑΤΑΤΕΣ ΦΡΕΣΚΕΣ ΚΥΠΡΟΥ,Kilogram,51.000 ,F151 FRESH VEGETABLES
F15100548,ΠΑΤΑΤΕΣ ΦΡΕΣΚΕΣ ΣΠΟΥΝΤΑ ΚΙΤΡΙΝΕΣ ΓΙΑ ΤΗΓΑΝΙ 60+,Kilogram,30.500 ,F151 FRESH VEGETABLES
F1510153,ΠΑΤΑΤΕΣ ΦΡΕΣΚΙΕΣ ΚΟΚΚΙΝΕΣ (ROSENVAL),Kilogram,4.500 ,F151 FRESH VEGETABLES
F1510087,ΠΙΠΕΡΑΚΙ ΤΣΙΛΙ ΦΡΕΣΚΟ ΚΟΚΚΙΝΟ ΣΕ ΚΙΛΟ,Kilogram,4.430 ,F151 FRESH VEGETABLES
F1510172,ΠΙΠΕΡΑΚΙ ΦΡΕΣΚΟ ΤΣΙΛΙ ΠΡΑΣΙΝΟ,Kilogram,0.500 ,F151 FRESH VEGETABLES
F1510064,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ ΦΡΕΣΚΕΣ (A) ΙΣΙΕΣ (70-100G),Kilogram,54.500 ,F151 FRESH VEGETABLES
F15100505,ΠΙΠΕΡΙΕΣ ΦΡΕΣΚΕΣ ΓΙΑ ΓΕΜΙΣΜΑ ΠΡΑΣΙΝΕΣ ΣΚΟΥΡΟΧΡΩΜΕΣ,Kilogram,11.500 ,F151 FRESH VEGETABLES
F1510139,ΠΙΠΕΡΙΕΣ ΦΡΕΣΚΕΣ ΚΑΥΤΕΡΕΣ,Piece,10.000 ,F151 FRESH VEGETABLES
F1510063,ΠΙΠΕΡΙΕΣ ΦΡΕΣΚΕΣ ΠΡΑΣΙΝΕΣ (A) ΚΕΡΑΤΟ ΓΛΥΚΙΕΣ ΙΣΙΕΣ (70-100G),Kilogram,20.000 ,F151 FRESH VEGETABLES
F1510065,ΠΡΑΣA ΦΡΕΣΚA,Kilogram,12.400 ,F151 FRESH VEGETABLES
F15100372,ΠΡΑΣA ΦΡΕΣΚA EXTRA,Kilogram,1.400 ,F151 FRESH VEGETABLES
F1510068,ΡΑΠΑΝΑΚΙΑ ΦΡΕΣΚΑ (100-125G),Packet,14.000 ,F151 FRESH VEGETABLES
F15100715,ΡΙΖΑ WASSABI ΦΡΕΣΚΙΑ,Kilogram,0.110 ,F151 FRESH VEGETABLES
F1510070,ΡΟΚΑ BABY ΦΡΕΣΚΙΑ,Kilogram,3.400 ,F151 FRESH VEGETABLES
F1510300,ΡΟΚΑ BABY ΦΡΕΣΚΙΑ (100G),Packet,3.000 ,F151 FRESH VEGETABLES
F1510072,ΣΑΛΑΤΑ ΓΑΛΛΙΚΗ ΦΡΕΣΚΙΑ (100G),Packet,1.000 ,F151 FRESH VEGETABLES
F1510074,ΣΕΛΕΡΙ ΦΡΕΣΚΟ,Kilogram,23.900 ,F151 FRESH VEGETABLES
F1510077,ΣΕΣΚΟΥΛΟ ΦΡΕΣΚΟ,Kilogram,1.200 ,F151 FRESH VEGETABLES
F15100620,ΣΚΟΡΔΑ ΦΡΕΣΚΑ ΑΠΟΦΛΙΩΜΕΝΑ,Kilogram,8.000 ,F151 FRESH VEGETABLES
F15100547,ΣΚΟΡΔΑ ΦΡΕΣΚΑ ΞΕΡΑ ΣΕ ΚΙΛΑ (50-60G),Kilogram,25.250 ,F151 FRESH VEGETABLES
F1510079,ΣΠΑΝΑΚΙ BABY ΦΡΕΣΚΟ,Kilogram,1.400 ,F151 FRESH VEGETABLES
F15100386,ΣΠΑΝΑΚΙ BABY ΦΡΕΣΚΟ (100G),Packet,2.000 ,F151 FRESH VEGETABLES
F1510080,ΣΠΑΝΑΚΙ ΦΡΕΣΚΟ,Kilogram,10.400 ,F151 FRESH VEGETABLES
F15100351,ΣΠΑΡΑΓΓΙΑ ΦΡΕΣΚΑ ΑΣΠΡΑ,Kilogram,2.000 ,F151 FRESH VEGETABLES
F1510165,ΣΠΑΡΑΓΓΙΑ ΦΡΕΣΚΑ ΠΡΑΣΙΝΑ (ΔΙΑΜΕΤΡΟ 10-15MM),Kilogram,8.000 ,F151 FRESH VEGETABLES
F1510001,ΣΧΟΙΝΟΠΡΑΣΟ ΦΡΕΣΚΟ CHIVES (70G),Packet,16.000 ,F151 FRESH VEGETABLES
F1510082,ΤΖΙΝΤΖΕΡ ΦΡΕΣΚΟ,Kilogram,4.400 ,F151 FRESH VEGETABLES
F1510246,ΤΡΟΥΦΑ ΦΡΕΣΚΙΑ ΚΑΛΟΚΑΙΡΙΝΗ,Kilogram,1.500 ,F151 FRESH VEGETABLES
F1510118,ΦΑΣΟΛΑΚΙΑ HARICOT ΦΡΕΣΚΑ (250G),Packet,4.000 ,F151 FRESH VEGETABLES
F1510091,ΦΙΝΟΚΙΟ ΦΡΕΣΚΟ,Kilogram,5.750 ,F151 FRESH VEGETABLES
F1510268,ΦΥΤΡΕΣ ΚΟΛΙΑΝΔΡΟΥ,Piece,1.000 ,F151 FRESH VEGETABLES
F1510339,ΦΥΤΡΕΣ ΜΙΖΟΥΝΑ,Piece,3.000 ,F151 FRESH VEGETABLES
F1510226,ΦΥΤΡΕΣ ΜΟΥΣΤΑΡΔΑΣ,Piece,1.000 ,F151 FRESH VEGETABLES
F1510336,ΦΥΤΡΕΣ ΜΥΡΩΝΙ,Piece,2.000 ,F151 FRESH VEGETABLES
F1510231,ΦΥΤΡΕΣ ΠΑΤΖΑΡΙ,Piece,6.000 ,F151 FRESH VEGETABLES
F16000130,ΒΑΤΟΜΟΥΡΟ ΚΟΚΚΙΝΟ ΚΤΨ ARDO,Kilogram,35.000 ,F160 FROZEN FRUIT
F16000031,ΒΥΣΣΙΝΟ ΚΤΨ,Kilogram,10.000 ,F160 FROZEN FRUIT
F16000102,ΒΥΣΣΙΝΟ ΚΤΨ SELEKTIA,Kilogram,20.000 ,F160 FROZEN FRUIT
F1600006,ΒΥΣΣΙΝΟ ΚΤΨ ΟΛΟΚΛΗΡΟ ΕΚΠΥΡΩΜΕΝΟ POLAD (10KG),Kilogram,20.000 ,F160 FROZEN FRUIT
F1600002,ΚΕΡΑΣΙ ΚΤΨ AGRIFREDA,Kilogram,30.000 ,F160 FROZEN FRUIT
F16000149,ΜΥΡΤΙΛΑ BLUEBERRIES ΚΤΨ ARDO,Kilogram,15.000 ,F160 FROZEN FRUIT
F16000059,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΒΑΤΟΜΟΥΡΟ 90% ANDROS (1KG),Container,7.000 ,F160 FROZEN FRUIT
F16400632,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΚΟΥΜΚΟΥΑΤ RAVIFRUIT (1KG),Kilogram,3.000 ,F160 FROZEN FRUIT
F16000060,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΜΑΝΓΚΟ 90% ANDROS (1KG),Container,10.000 ,F160 FROZEN FRUIT
F16400639,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΠΡΑΣΙΝΟ ΜΗΛΟ RAVIFRUIT (1KG),Kilogram,1.000 ,F160 FROZEN FRUIT
F16400640,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΡΟΔΑΚΙΝΟ  RAVIFRUIT,Kilogram,6.000 ,F160 FROZEN FRUIT
F16000090,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΣΥΚΟ 90% ANDROS (1KG),Container,0.500 ,F160 FROZEN FRUIT
F16000058,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΦΡΑΟΥΛΑ 90% ANDROS (1KG),Container,13.000 ,F160 FROZEN FRUIT
F16000061,ΠΟΥΛΠΑ-ΠΟΥΡΕΣ ΚΤΨ ΦΡΟΥΤΑ ΤΟΥ ΠΑΘΟΥΣ 90% ANDROS (1KG),Container,6.200 ,F160 FROZEN FRUIT
F1600003,ΦΡΑΟΥΛΕΣ ΚΤΨ AGRIFREDA,Kilogram,10.000 ,F160 FROZEN FRUIT
F16000121,ΦΡΑΟΥΛΕΣ ΚΤΨ MUBARAK,Kilogram,40.000 ,F160 FROZEN FRUIT
F16000152,ΦΡΟΥΤΑ ΤΟΥ ΔΑΣΟΥΣ ΚΤΨ FOREST FRUIT ARDO,Kilogram,20.000 ,F160 FROZEN FRUIT
